Habitaciones;Banos;Parqueaderos;Area_construida;Area_privada;Estrato;Estado;Anos;Administracion;Ascensor;Circuito_cerrado;Parqueadero_visitantes;Porteria;Zonas_verdes;Salon_comunal;Balcon;Barra_americana;Calentador;Chimenea;Citofono;Cocina_integral;Terraza;Vigilancia;Parques_cercanos;Estudio;Patio;Deposito;Tipo;Precio
4;3;4;253;0;6;No definida;30;400000;0;1;0;0;1;0;0;0;1;1;0;1;0;1;0;1;0;0;Casa;2200000000
3;4;2;153;153;4;No definida;30;400000;0;0;1;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Casa;550000000
3;3;1;125;0;4;No definida;30;400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Apartamento;490000000
3;3;1;125;0;4;No definida;30;400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Apartamento;490000000
3;3;1;125;0;4;No definida;30;400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Apartamento;490000000
2;3;1;103;103;6;Bueno;30;400000;1;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;1;Apartamento;600000000
2;2;1;71;71;5;No definida;30;400000;0;0;1;1;0;0;1;0;1;1;1;0;1;0;0;0;0;0;Apartamento;325000000
2;2;1;100;100;6;Bueno;30;400000;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;Apartamento;450000000
2;2;1;64;64;4;Remodelado;30;400000;0;0;0;1;0;0;0;0;1;0;1;1;0;1;1;0;0;0;Apartamento;275000000
2;2;2;49;0;5;No definida;30;400300;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;Apartamento;350000000
2;1;1;49;49;6;Bueno;30;401000;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;Apartamento;375000000
2;2;1;79;0;4;No definida;30;404000;0;1;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;Apartamento;330000000
2;2;1;90;82;6;Bueno;30;407000;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;Apartamento;590000000
3;2;1;111;111;4;Bueno;30;410000;1;1;0;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;Apartamento;439000000
3;2;1;112;112;4;Bueno;30;410000;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;Apartamento;430000000
3;2;1;112;112;4;Bueno;30;410000;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;Apartamento;430000000
2;2;1;74;74;5;Bueno;30;410000;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;Apartamento;385000000
2;2;1;80;80;4;Excelente;30;411000;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;420000000
2;2;1;80;80;4;Excelente;30;411000;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;420000000
3;3;0;103;0;4;No definida;30;412000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;450000000
3;3;0;103;0;4;No definida;30;412000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;450000000
3;3;1;96;91;5;No definida;30;415000;1;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;480000000
3;3;1;96;91;5;No definida;30;415000;1;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;480000000
3;2;2;153;153;6;Bueno;30;415000;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;Apartamento;755000000
2;2;1;68;0;5;Bueno;30;415000;1;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;420000000
5;4;2;280;135;5;No definida;30;420000;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;1;0;0;Casa;750000000
3;3;1;89;89;4;No definida;30;420000;1;1;1;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;420000000
3;3;2;127;127;5;Bueno;30;420000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;Apartamento;600000000
3;3;1;94;94;5;No definida;30;420000;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;Apartamento;550000000
3;3;1;94;94;5;No definida;30;420000;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;Apartamento;550000000
3;2;1;109;103;5;No definida;30;420000;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;440000000
2;1;1;49;49;5;No definida;30;420000;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;Apartamento;430000000
3;2;0;123;123;4;Bueno;30;423000;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;Apartamento;450000000
1;2;0;61;0;6;Excelente;30;427000;1;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;0;Apartamento;425000000
1;2;0;61;0;6;Excelente;30;427000;1;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;0;Apartamento;425000000
2;2;1;63;63;5;Bueno;30;427700;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;285000000
3;3;2;230;230;5;Bueno;30;430000;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Casa;850000000
3;3;2;92;92;6;Bueno;30;431000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;Apartamento;570000000
2;2;1;62;54;4;No definida;30;432000;1;0;0;1;0;1;0;0;1;1;0;1;0;1;0;0;0;0;Apartamento;320000000
2;3;1;77;77;4;No definida;30;433000;1;0;1;1;0;1;0;0;1;1;1;1;0;1;0;0;0;1;Apartamento;365000000
3;2;2;105;105;4;No definida;30;434000;0;0;1;1;1;0;0;0;1;0;1;1;0;1;0;0;0;0;Apartamento;440000000
3;3;2;135;135;4;Bueno;30;435000;0;0;1;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;Casa;610000000
2;2;1;74;0;5;Excelente;30;437300;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;498900000
4;4;3;208;208;4;No definida;30;440000;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;Casa;930000000
3;2;1;67;0;4;Bueno;30;440000;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;1;Apartamento;310000000
3;2;1;67;0;4;Bueno;30;440000;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;1;Apartamento;310000000
2;2;1;52;52;4;Bueno;30;440000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;223000000
3;3;0;130;130;4;No definida;30;443000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;Apartamento;650000000
3;2;2;147;147;6;Bueno;30;445000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Apartamento;760000000
3;2;1;90;90;6;No definida;30;447000;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;Apartamento;520000000
2;2;1;72;72;6;Bueno;30;448000;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;Apartamento;470000000
3;4;5;235;235;4;Excelente;30;450000;1;1;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;Casa;890000000
3;2;2;110;110;5;Bueno;30;450000;0;0;1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;660000000
2;2;2;92;92;5;No definida;30;452000;0;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;Apartamento;520000000
2;2;2;92;92;5;No definida;30;452000;0;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;Apartamento;520000000
4;2;2;170;170;4;No definida;30;455000;0;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Casa;750000000
3;2;2;105;105;5;Bueno;30;459000;0;1;0;1;0;1;0;0;1;1;1;1;0;0;0;1;0;1;Apartamento;478000000
1;2;1;67;67;4;Bueno;30;459000;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Apartamento;399999999
5;3;2;320;215;4;Bueno;30;460000;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;Casa;895000000
4;3;1;108;108;5;No definida;30;460000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Apartamento;465000000
3;3;1;140;140;4;Bueno;30;460000;0;1;0;1;0;1;0;0;1;1;1;1;1;1;0;1;0;0;Apartamento;710000000
3;3;1;140;140;4;Bueno;30;460000;0;1;0;1;0;1;0;0;1;1;1;1;1;1;0;1;0;0;Apartamento;710000000
3;3;2;104;104;5;No definida;30;460000;0;1;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;Apartamento;380000000
3;3;2;104;104;5;No definida;30;460000;0;1;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;Apartamento;380000000
3;2;1;86;0;5;Excelente;30;460000;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;Apartamento;450000000
2;2;1;89;89;5;No definida;30;460000;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;Apartamento;420000000
3;2;2;72;72;5;No definida;30;461000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Apartamento;370000000
4;3;1;102;102;5;No definida;30;462000;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Apartamento;426000000
3;3;1;101;50;5;Bueno;30;462000;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;1;Apartamento;400000000
3;3;1;101;50;5;Bueno;30;462000;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;1;Apartamento;400000000
3;3;1;101;50;5;Bueno;30;462000;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;1;Apartamento;400000000
3;3;1;95,9;0;5;No definida;30;467000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;407000000
1;1;1;47;47;6;No definida;30;471700;0;0;0;1;0;0;0;1;1;0;1;1;1;0;0;0;0;0;Apartamento;280000000
2;2;1;77;0;4;No definida;30;473900;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;319000000
1;2;1;50;50;5;No definida;30;474000;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;Apartamento;250000000
3;2;2;93;93;5;No definida;30;479000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Apartamento;479000000
2;2;1;63;63;4;No definida;30;480000;0;0;0;1;0;1;0;0;1;1;0;1;0;0;0;0;0;0;Apartamento;380000000
2;2;1;63;63;4;No definida;30;480000;0;0;0;1;0;1;0;0;1;1;0;1;0;0;0;0;0;0;Apartamento;380000000
2;2;1;57;57;6;No definida;30;480000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Apartamento;371000000
3;3;1;137;137;4;Bueno;30;480700;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;1;1;1;Casa;529900000
2;3;2;105;105;5;Bueno;30;484000;1;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;625000000
3;3;2;115;100;6;Excelente;30;486000;1;1;0;1;0;1;0;0;0;0;1;1;0;1;0;0;0;1;Apartamento;600000000
3;3;2;115;100;6;Excelente;30;486000;1;1;0;1;0;1;0;0;0;0;1;1;0;1;0;0;0;1;Apartamento;600000000
2;3;2;128;128;5;No definida;30;486400;0;0;0;1;0;0;1;0;1;1;0;1;0;1;0;0;0;0;Apartamento;595000000
3;2;1;90;0;5;Excelente;30;487000;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;Apartamento;600000000
2;1;1;53;53;5;Bueno;30;490000;0;0;0;1;0;0;1;0;1;0;1;1;0;1;1;0;0;1;Apartamento;350000000
3;3;2;131;131;6;Bueno;30;495000;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;Apartamento;650000000
2;2;1;57;45;6;Bueno;30;495000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Apartamento;290000000
4;3;1;180;167;4;Excelente;30;497000;0;1;0;1;0;0;0;0;1;1;1;1;0;1;0;0;0;0;Apartamento;670000000
4;3;1;180;167;4;Excelente;30;497000;0;1;0;1;0;0;0;0;1;1;1;1;0;1;0;0;0;0;Apartamento;670000000
3;3;2;97;97;5;Bueno;30;498000;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;Apartamento;700000000
2;2;1;73;73;6;Bueno;30;498000;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;Apartamento;320000000
4;4;2;170;0;4;No definida;30;500000;0;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;Casa;685000000
3;2;1;82,73;83;4;Bueno;30;500000;1;0;0;1;0;0;0;0;1;0;1;1;0;1;1;0;0;0;Apartamento;465000000
3;2;1;82;82;4;Bueno;30;500000;1;1;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;Apartamento;600000000
2;2;2;56;56;6;No definida;30;500000;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;Apartamento;729000000
3;2;2;107;107;5;Bueno;30;501000;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;1;Apartamento;465000000
3;3;2;100;0;4;Excelente;30;503000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;530000000
3;2;1;92;92;5;No definida;30;504000;0;0;0;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;Apartamento;445000000
2;1;1;52;52;5;No definida;30;508000;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;Apartamento;270000000
3;2;0;76,3;72;4;Excelente;30;509000;1;0;0;1;0;1;1;0;1;1;0;1;0;1;0;0;0;0;Apartamento;350000000
2;2;0;134;134;3;No definida;30;510000;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;Apartamento;380000000
3;2;1;103;103;5;Bueno;30;511000;1;0;1;1;0;1;0;0;1;0;1;0;0;1;0;0;0;1;Apartamento;470000000
3;2;1;103;103;5;Bueno;30;511000;1;0;1;1;0;1;0;0;1;0;1;0;0;1;0;0;0;1;Apartamento;470000000
2;1;1;57;57;6;No definida;30;512000;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;Apartamento;650000000
4;4;2;168;161;6;No definida;30;514000;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;920000000
4;4;2;168;161;6;No definida;30;514000;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;920000000
4;4;2;168;161;6;No definida;30;514000;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;920000000
3;4;3;230;230;6;Bueno;30;515000;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;1;Apartamento;1800000000
3;3;2;150,4;0;4;No definida;30;515000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;750000000
3;3;2;200;200;6;Bueno;30;517000;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;Apartamento;898000000
3;2;0;75;0;4;No definida;30;519000;1;0;0;1;0;0;0;0;1;1;1;1;0;1;0;0;0;0;Apartamento;450000000
3;2;2;73;73;5;No definida;30;520000;1;1;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;425000000
3;2;2;125;112;6;No definida;30;520000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;Apartamento;720000000
3;3;2;132;132;5;No definida;30;525000;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;1;Apartamento;615000000
3;2;1;81;0;5;No definida;30;525000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Apartamento;450000000
2;2;1;89;89;6;No definida;30;527000;1;1;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;Apartamento;540000000
3;2;1;120;120;5;No definida;30;528000;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;Apartamento;450000000
3;2;1;120;120;5;No definida;30;528000;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;Apartamento;450000000
2;3;1;137;137;6;Bueno;30;528000;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;Apartamento;780000000
3;2;1;83;75;5;No definida;30;529000;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;440000000
2;2;2;112;112;4;Excelente;30;529000;1;1;0;1;0;0;0;0;1;0;1;1;0;1;0;1;0;1;Apartamento;400000000
2;2;2;112;112;4;Excelente;30;529000;1;1;0;1;0;0;0;0;1;0;1;1;0;1;0;1;0;1;Apartamento;400000000
2;2;2;112;112;4;Excelente;30;529000;1;1;0;1;0;0;0;0;1;0;1;1;0;1;0;1;0;1;Apartamento;400000000
4;3;1;156;0;4;Excelente;30;530000;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;Apartamento;520000000
3;3;2;143;137;5;No definida;30;530000;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Casa;820000000
3;3;2;143;137;5;No definida;30;530000;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Casa;820000000
3;3;2;92;92;6;Bueno;30;530000;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;Apartamento;530000000
2;3;1;118;118;6;No definida;30;530000;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;Apartamento;700000000
3;2;1;104;104;6;Bueno;30;532000;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;Apartamento;595000000
3;2;2;86;86;5;Bueno;30;532000;1;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;448000000
2;2;1;82;82;5;No definida;30;533700;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;Apartamento;388000000
3;2;2;140;135;5;No definida;30;536000;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;650000000
3;2;2;140;135;5;No definida;30;536000;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;650000000
3;3;2;113;113;6;No definida;30;540000;1;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;Apartamento;680000000
3;2;1;104;0;6;No definida;30;540000;1;0;0;1;0;0;0;0;1;0;1;1;0;1;0;1;0;0;Apartamento;550000000
3;2;1;110;110;4;Bueno;30;540000;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Apartamento;470000000
2;2;1;103;103;5;No definida;30;540000;1;1;0;1;0;1;1;0;1;1;1;1;0;1;0;0;0;0;Apartamento;520000000
2;2;1;103;103;5;No definida;30;540000;1;1;0;1;0;1;1;0;1;1;1;1;0;1;0;0;0;0;Apartamento;520000000
1;1;1;79;79;6;Bueno;30;542000;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;Apartamento;690000000
4;4;2;144;144;5;Bueno;30;544000;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;Casa;700000000
3;3;2;148;116;6;No definida;30;544000;1;0;0;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;Apartamento;690000000
3;3;2;127;127;4;No definida;30;544000;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;Apartamento;425000000
2;2;1;86;86;5;No definida;30;545000;1;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;Apartamento;450000000
2;3;1;91;91;4;No definida;30;547000;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;440000000
3;2;1;82;72;5;Excelente;30;549000;1;1;0;1;0;1;0;1;1;0;0;1;0;1;0;0;0;1;Apartamento;480000000
3;2;1;82;72;5;Excelente;30;549000;1;1;0;1;0;1;0;1;1;0;0;1;0;1;0;0;0;1;Apartamento;480000000
4;3;2;120;0;5;Excelente;30;550000;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;Apartamento;670000000
3;4;2;129;0;6;No definida;30;550000;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;Casa;800000000
3;3;4;124;124;5;Excelente;30;550000;0;1;1;1;0;0;0;0;0;1;1;0;0;1;0;1;0;1;Apartamento;620000000
3;3;4;124;124;5;Excelente;30;550000;0;1;1;1;0;0;0;0;0;1;1;0;0;1;0;1;0;1;Apartamento;620000000
3;3;1;137;0;6;No definida;30;550000;1;1;0;1;0;0;0;0;1;1;1;1;0;1;0;0;0;0;Apartamento;690000000
3;3;2;132;134;6;No definida;30;550000;1;1;0;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;Apartamento;780000000
3;3;2;176;176;5;Bueno;30;550000;0;1;1;0;0;1;1;0;1;1;1;1;0;0;0;0;0;0;Casa;920000000
3;3;2;176;176;5;Bueno;30;550000;0;1;1;0;0;1;1;0;1;1;1;1;0;0;0;0;0;0;Casa;920000000
3;3;2;132;134;6;No definida;30;550000;1;1;0;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;Apartamento;780000000
3;3;2;132;134;6;No definida;30;550000;1;1;0;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;Apartamento;780000000
3;2;1;104;104;6;No definida;30;550000;1;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;Apartamento;650000000
2;4;2;141;141;6;Bueno;30;550000;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;Apartamento;900000000
2;2;2;82;82;6;No definida;30;550000;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;Apartamento;390000000
2;2;2;87;80;5;Bueno;30;550000;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;520000000
3;4;2;110;110;4;No definida;30;554000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;540000000
3;3;2;207;160;6;Excelente;30;554000;1;1;0;1;0;0;0;1;1;1;1;1;1;0;0;0;0;0;Apartamento;1290000000
3;3;2;112;0;4;Bueno;30;555000;0;0;1;0;1;0;1;0;1;1;0;1;0;1;0;1;0;1;Casa;495000000
2;2;2;119;119;6;Bueno;30;557000;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;Apartamento;720000000
3;3;1;135;135;4;Bueno;30;559000;1;0;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;540000000
3;3;1;135;135;4;Bueno;30;559000;1;0;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;540000000
1;2;1;87;87;6;No definida;30;560000;1;0;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;465000000
2;3;1;80;80;6;Remodelado;30;561000;1;1;0;1;0;1;0;0;1;0;1;1;0;0;0;1;0;0;Apartamento;350000000
3;5;2;172;172;5;No definida;30;564000;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;Casa;850000000
3;5;2;172;172;5;No definida;30;564000;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;Casa;850000000
3;5;2;172;172;5;No definida;30;564000;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;Casa;850000000
1;2;2;102;99;6;No definida;30;566000;1;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;1;Apartamento;680000000
3;4;3;250;250;6;No definida;30;570000;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Casa;1750000000
3;4;3;250;250;6;No definida;30;570000;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Casa;1750000000
3;4;3;250;250;6;No definida;30;570000;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Casa;1750000000
3;2;2;134;134;6;Bueno;30;570000;1;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;Apartamento;1050000000
2;3;2;134;134;6;No definida;30;570000;1;0;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;985000000
2;2;1;105;80;5;No definida;30;570000;1;0;0;1;0;0;0;0;1;1;1;1;1;1;0;0;0;0;Apartamento;500000000
1;3;1;92;92;6;Bueno;30;573000;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Apartamento;792000000
1;3;1;91;91;6;Bueno;30;573600;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;1;Apartamento;792000000
3;2;1;75;75;6;Bueno;30;576000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;315381191
3;3;2;120;120;5;No definida;30;577800;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;700000000
2;1;1;77;77;6;Bueno;30;577900;1;0;0;1;0;0;0;0;1;0;1;1;0;1;1;0;0;1;Apartamento;480000000
2;3;1;106;106;6;Bueno;30;578000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Apartamento;530000000
2;2;1;156;156;5;No definida;30;583000;1;0;0;1;1;0;0;0;1;1;0;0;0;1;0;1;0;1;Apartamento;650000000
3;2;1;138;138;5;Bueno;30;584000;1;0;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;595000000
2;3;2;97;97;4;Bueno;30;586000;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;Apartamento;433000000
2;3;1;97;97;4;No definida;30;586000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;433000000
4;4;2;200;195;5;Excelente;30;590000;0;1;0;0;1;0;0;0;1;1;1;1;0;1;0;0;0;0;Casa;850000000
2;2;1;94;94;5;Excelente;30;590000;1;1;0;1;0;0;1;0;1;0;0;1;0;0;0;1;0;1;Apartamento;495000000
3;1;1;101;101;6;No definida;30;594500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;515000000
3;2;2;90;80;6;Bueno;30;595000;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;Apartamento;550000000
3;2;2;117;117;5;No definida;30;598000;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;720000000
4;4;2;176;176;5;Bueno;30;600000;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;Apartamento;900000000
4;4;1;139;0;6;Remodelado;30;600000;1;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;690000000
4;3;2;125;119;5;No definida;30;600000;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;680000000
3;3;2;128;128;5;Bueno;30;600000;1;0;1;1;0;1;0;0;1;0;1;1;1;0;0;0;0;1;Apartamento;490000000
2;2;2;75;70;5;No definida;30;600000;0;0;0;1;0;0;1;0;1;1;1;1;1;1;0;0;0;0;Apartamento;460000000
4;3;1;89;89;5;Bueno;30;603000;0;0;0;1;0;0;0;0;1;1;1;1;0;1;0;0;0;1;Apartamento;340000000
3;2;1;110;109;4;Bueno;30;604000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;Apartamento;300000000
3;3;2;93;93;5;No definida;30;606000;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;530000000
3;3;2;93;93;5;No definida;30;606000;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;530000000
2;2;1;71,109;0;5;No definida;30;606000;1;0;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;485000000
2;3;2;96;84;6;No definida;30;607000;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;710000000
