Habitaciones;Banos;Parqueaderos;Area_construida;Area_privada;Estrato;Estado;Anos;Administracion;Ascensor;Circuito_cerrado;Parqueadero_visitantes;Porteria;Zonas_verdes;Salon_comunal;Balcon;Barra_americana;Calentador;Chimenea;Citofono;Cocina_integral;Terraza;Vigilancia;Parques_cercanos;Estudio;Patio;Deposito;Tipo;Precio
3;1;0;71;71;3;Bueno;16;111000;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;Casa;265000000
3;1;0;53;53;3;No definida;16;111000;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;Apartamento;177000000
2;2;0;42;0;4;Bueno;16;112000;0;0;1;1;0;1;0;0;0;0;1;1;0;1;0;0;0;1;Apartamento;230000000
2;2;0;59;59;3;No definida;16;112500;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;215000000
4;2;0;85;85;3;Bueno;16;115000;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;0;Apartamento;172990000
2;2;1;55;0;3;No definida;16;116500;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;Apartamento;255000000
3;2;1;68;0;3;Excelente;16;117000;0;1;1;1;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;199000000
3;2;1;68;0;3;Excelente;16;117000;0;1;1;1;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;199000000
2;1;1;50;50;4;No definida;16;118000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Apartamento;263000000
3;2;2;62;62;4;Bueno;16;120000;0;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;Apartamento;370000000
3;2;0;57;57;3;No definida;16;120000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;126500000
3;2;1;54;50;3;No definida;16;120000;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;Apartamento;235000000
3;2;0;62,54;0;2;Excelente;16;120000;0;1;1;1;0;1;0;0;0;0;0;1;0;1;0;0;0;1;Apartamento;165000000
3;2;2;198;198;4;Excelente;16;120000;0;1;1;0;1;0;0;0;1;1;1;1;0;0;0;1;0;0;Casa;679000000
3;2;1;120;0;5;Excelente;16;120000;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;Apartamento;420000000
3;2;0;62,54;0;2;Excelente;16;120000;0;1;1;1;0;1;0;0;0;0;0;1;0;1;0;0;0;1;Apartamento;165000000
3;2;0;62,54;0;2;Excelente;16;120000;0;1;1;1;0;1;0;0;0;0;0;1;0;1;0;0;0;1;Apartamento;165000000
3;1;0;49,41;49;3;Bueno;16;120000;0;0;0;1;1;1;0;0;1;0;0;0;0;1;1;0;0;0;Apartamento;188000000
3;1;0;49,41;49;3;Bueno;16;120000;0;0;0;1;1;1;0;0;1;0;0;0;0;1;1;0;0;0;Apartamento;188000000
3;1;0;63;63;2;No definida;16;120000;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;Casa;160000000
2;1;0;54;0;3;Excelente;16;120000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;190000000
4;2;0;77;77;3;No definida;16;121600;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Casa;255000000
4;2;0;77;77;3;No definida;16;121600;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Casa;255000000
3;3;1;122;0;5;No definida;16;122000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;540000000
3;1;0;63;57;3;Excelente;16;123000;0;1;1;1;1;0;0;1;0;0;0;1;0;1;0;0;0;0;Apartamento;219500000
3;1;0;63;57;3;Excelente;16;123000;0;1;1;1;1;0;0;1;0;0;0;1;0;1;0;0;0;0;Apartamento;219500000
3;1;0;63;57;3;Excelente;16;123000;0;1;1;1;1;0;0;1;0;0;0;1;0;1;0;0;0;0;Apartamento;219500000
4;2;0;60;60;3;Bueno;16;125000;0;1;1;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;Casa;180000000
3;3;1;117;0;3;Excelente;16;125000;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;Casa;715000000
3;2;0;54;54;3;Bueno;16;125000;0;0;0;1;0;1;0;0;0;0;1;1;0;1;0;0;0;1;Apartamento;230000000
3;2;0;54;54;3;Bueno;16;125000;0;0;0;1;0;1;0;0;0;0;1;1;0;1;0;0;0;1;Apartamento;230000000
3;2;0;70;70;3;Excelente;16;125000;0;1;1;1;0;0;0;0;1;0;1;1;0;1;0;0;0;1;Apartamento;260000000
3;2;0;59;0;3;Excelente;16;126000;0;0;1;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;Apartamento;245000000
3;2;0;59;0;3;Excelente;16;126000;0;0;1;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;Apartamento;245000000
3;2;1;82;75;3;Bueno;16;126000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;350000000
3;2;1;49,7;49,7;3;No definida;16;129000;0;0;0;1;0;1;0;0;1;0;1;1;0;1;0;0;0;0;Apartamento;235000000
4;5;3;267;0;5;Excelente;16;130000;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;1;1;0;Casa;1200000000
4;5;3;267;0;5;Excelente;16;130000;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;1;1;0;Casa;1200000000
4;5;3;267;0;5;Excelente;16;130000;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;1;1;0;Casa;1200000000
3;2;0;61;0;3;No definida;16;130000;0;0;1;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;Apartamento;160000000
3;2;0;65;0;3;Excelente;16;130000;0;1;1;1;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;220000000
3;1;0;51;0;3;No definida;16;130000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;157000000
2;2;1;50;0;3;No definida;16;130000;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;Casa;282000000
2;1;1;52;52;3;Bueno;16;130000;1;0;0;1;0;0;0;0;1;0;1;1;0;1;1;1;0;0;Apartamento;240000000
2;1;0;65;0;3;Excelente;16;130000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Casa;194000000
3;2;0;71;0;3;No definida;16;132400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;235800000
3;2;1;47;47;3;Bueno;16;133000;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;207000000
3;2;0;57;0;3;Excelente;16;133000;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;195000000
2;1;1;50;0;3;Excelente;16;133000;0;1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;Apartamento;185000000
3;2;1;110;100;3;No definida;16;135000;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1;1;1;0;Apartamento;460000000
3;2;1;57;57;2;No definida;16;135000;1;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;0;Apartamento;250000000
3;2;1;110;100;3;No definida;16;135000;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1;1;1;0;Apartamento;460000000
3;2;1;110;100;3;No definida;16;135000;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1;1;1;0;Apartamento;460000000
3;1;0;51;51;3;No definida;16;135000;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Apartamento;245000000
2;1;0;53;53;3;Bueno;16;135000;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Apartamento;170000000
4;2;0;74;68;3;No definida;16;135600;0;0;0;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;Casa;270000000
3;2;1;60;60;3;Bueno;16;136000;0;1;1;1;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;250000000
3;2;1;60;60;3;Bueno;16;136000;0;1;1;1;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;250000000
3;2;0;52;49;3;Excelente;16;136000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;205000000
2;2;1;54;54;3;No definida;16;138000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Apartamento;309000000
5;5;3;277;255;5;Bueno;16;140000;0;1;0;0;1;0;0;0;1;1;1;1;0;1;0;0;0;0;Casa;1150000000
3;2;1;56;52;3;No definida;16;140000;0;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;230000000
3;2;1;59;59;3;Bueno;16;140000;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;230000000
3;2;2;76;76;4;No definida;16;140000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Apartamento;365000000
3;2;0;45;0;3;Bueno;16;140000;0;0;1;1;0;1;0;0;1;0;1;1;0;1;0;0;0;0;Apartamento;190000000
3;2;0;56;0;3;Excelente;16;140000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Casa;240000000
2;2;1;63;56;2;Bueno;16;140000;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;Apartamento;225000000
2;2;1;63;56;2;Bueno;16;140000;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;Apartamento;225000000
2;2;1;61;61;3;Bueno;16;140000;0;1;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;Apartamento;225000000
1;1;1;40;40;3;Bueno;16;141000;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;Apartamento;280000000
1;1;0;35;35;4;No definida;16;141000;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;Apartamento;180000000
3;2;1;50;50;3;Bueno;16;142000;0;1;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;Apartamento;188000000
3;2;1;54;54;3;Excelente;16;142000;0;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;Apartamento;270000000
3;2;1;54;54;3;Excelente;16;142000;0;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;Apartamento;270000000
3;2;0;63;63;2;No definida;16;142100;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;Apartamento;245000000
3;2;0;60;54;3;No definida;16;142600;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;Apartamento;240000000
4;2;0;58;56;3;Bueno;16;143000;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Casa;220000000
4;2;1;77;77;3;No definida;16;145000;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;Casa;255000000
2;2;1;59;55;3;Bueno;16;145000;1;1;1;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;205000000
5;4;2;286;286;4;Excelente;16;150000;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;1;1;Casa;1100000000
4;3;2;236;0;3;Bueno;16;150000;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;Casa;890000000
3;2;1;59;54;4;Bueno;16;150000;0;1;1;1;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;249000000
3;2;0;57;0;3;No definida;16;150000;0;0;1;1;1;1;0;0;1;0;1;1;0;1;0;0;0;0;Apartamento;199000000
3;2;0;50;50;3;No definida;16;150000;1;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;Apartamento;225000000
3;2;0;50;50;3;No definida;16;150000;1;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;Apartamento;225000000
3;2;0;50;50;3;No definida;16;150000;1;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;Apartamento;225000000
3;2;0;50;50;3;No definida;16;150000;1;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;Apartamento;225000000
3;2;1;58;58;3;Bueno;16;150000;0;1;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;Apartamento;250000000
3;2;1;61;61;3;Bueno;16;150000;0;1;1;1;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;255000000
3;2;1;84;0;4;Excelente;16;150000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;385000000
3;1;1;53;53;4;Excelente;16;150000;0;0;1;1;0;0;0;0;1;0;1;1;0;1;0;0;0;1;Apartamento;255500000
3;1;1;54;54;3;Excelente;16;150000;0;1;1;1;1;1;0;0;1;0;1;1;0;1;0;0;0;0;Apartamento;235000000
2;2;1;54;50;3;Bueno;16;150000;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;198000000
2;1;1;45;45;3;No definida;16;150000;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;215000000
1;1;1;40;40;3;No definida;16;150000;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;Apartamento;180000000
3;2;1;59;0;3;Excelente;16;152000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;320000000
3;2;1;65;65;3;No definida;16;153000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;280000000
2;1;1;44;0;3;No definida;16;153000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;185000000
2;1;1;44;0;3;No definida;16;153000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;185000000
2;1;0;42;42;2;No definida;16;154500;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Apartamento;138000000
2;1;0;42;42;2;Bueno;16;154500;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;Apartamento;138000000
2;1;0;42;42;3;No definida;16;154500;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;138000000
2;1;0;42;42;3;No definida;16;154500;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;138000000
4;3;0;72;72;3;No definida;16;155000;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;Casa;265000000
4;3;0;72;72;3;No definida;16;155000;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;Casa;265000000
1;1;0;35;0;4;No definida;16;155000;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;Apartamento;170000000
3;2;0;52;0;2;Excelente;16;156000;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;185000000
2;1;1;55;88;4;No definida;16;159000;0;0;1;0;0;0;1;1;1;1;1;0;1;1;0;0;0;0;Apartamento;299000000
2;1;1;55;88;4;No definida;16;159000;0;0;1;0;0;0;1;1;1;1;1;0;1;1;0;0;0;0;Apartamento;299000000
2;1;1;55;88;4;No definida;16;159000;0;0;1;0;0;0;1;1;1;1;1;0;1;1;0;0;0;0;Apartamento;299000000
2;1;1;55;88;4;No definida;16;159000;0;0;1;0;0;0;1;1;1;1;1;0;1;1;0;0;0;0;Apartamento;299000000
4;3;1;109;0;3;Bueno;16;160000;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1;0;Casa;365000000
4;3;1;109;0;3;Bueno;16;160000;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1;0;Casa;365000000
3;2;1;98;0;3;Excelente;16;160000;0;1;0;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;Casa;365000000
3;2;1;98;0;3;Excelente;16;160000;0;1;0;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;Casa;365000000
3;2;1;98;0;3;Excelente;16;160000;0;1;0;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;Casa;365000000
3;2;0;46,5;0;3;No definida;16;160000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;148000000
3;2;1;82;82;4;No definida;16;160000;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;1;0;Casa;350000000
2;2;1;58;0;3;Excelente;16;160000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;270000000
3;2;1;60;60;4;Bueno;16;163000;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;Apartamento;270000000
2;1;0;54;51;3;Bueno;16;163000;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;248000000
1;1;0;54,49;60,27;3;No definida;16;163000;0;0;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;Apartamento;230000000
1;1;0;54,49;60,27;3;No definida;16;163000;0;0;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;Apartamento;230000000
1;1;0;44;44;3;No definida;16;164000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;265000000
3;2;0;58;58;3;No definida;16;165000;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;Apartamento;160000000
3;2;0;61;61;3;No definida;16;165000;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;Apartamento;210000000
3;2;0;58;58;3;No definida;16;165000;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;Apartamento;160000000
3;2;1;75;0;3;Excelente;16;165000;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;Apartamento;350000000
3;2;1;75;0;3;Excelente;16;165000;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;Apartamento;350000000
3;2;0;53;0;4;Excelente;16;166000;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;198000000
3;2;1;59;59;3;No definida;16;167000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Apartamento;230000000
3;2;0;56;56;4;No definida;16;167000;1;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;Apartamento;225000000
3;1;1;54;54;3;Bueno;16;168000;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;195000000
3;1;1;54;54;3;Bueno;16;168000;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;195000000
2;1;1;59;0;3;Excelente;16;168000;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;Apartamento;315000000
3;2;0;51;51;3;Excelente;16;168600;0;0;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;Apartamento;207000000
3;1;1;53;53;3;Bueno;16;169500;0;0;0;1;1;1;0;0;0;0;1;0;0;1;0;1;0;0;Apartamento;185000000
3;1;1;53;53;3;Bueno;16;169500;0;0;0;1;1;1;0;0;0;0;1;0;0;1;0;1;0;0;Apartamento;185000000
3;3;1;93,2;89;3;No definida;16;170000;0;1;1;1;0;1;0;0;1;0;1;1;0;1;0;1;0;0;Apartamento;380000000
3;2;1;90;0;3;No definida;16;170000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;250000000
3;2;1;100;100;3;Bueno;16;170000;0;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;Casa;320000000
3;2;1;90;0;3;No definida;16;170000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;250000000
3;2;1;57;0;3;Excelente;16;170000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;230000000
3;1;0;54;48;3;No definida;16;170000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;185000000
3;1;0;54;48;3;No definida;16;170000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;185000000
3;1;1;50;0;4;Excelente;16;170000;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;Apartamento;260000000
3;1;1;51,26;0;3;Bueno;16;170000;0;1;1;1;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;143000000
2;3;1;68;68;3;No definida;16;170000;0;1;1;1;0;1;0;0;1;0;1;0;0;1;0;0;0;0;Casa;275000000
2;3;1;68;68;3;No definida;16;170000;0;1;1;1;0;1;0;0;1;0;1;0;0;1;0;0;0;0;Casa;275000000
2;3;1;68;68;3;No definida;16;170000;0;1;1;1;0;1;0;0;1;0;1;0;0;1;0;0;0;0;Casa;275000000
2;3;1;68;68;3;No definida;16;170000;0;1;1;1;0;1;0;0;1;0;1;0;0;1;0;0;0;0;Casa;275000000
2;1;1;36;36;3;No definida;16;172000;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;Apartamento;195000000
3;2;1;64;64;4;Excelente;16;174000;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;265000000
3;1;1;52;52;4;No definida;16;174000;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;Apartamento;257000000
3;2;0;93;93;3;No definida;16;175000;0;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;Apartamento;287000000
3;2;1;54;0;3;Excelente;16;175000;0;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;Apartamento;228900000
3;2;0;93;93;3;No definida;16;175000;0;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;Apartamento;287000000
3;2;1;54;0;3;Excelente;16;175000;0;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;Apartamento;228900000
3;2;0;93;93;3;No definida;16;175000;0;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;Apartamento;287000000
3;2;1;80;80;4;Bueno;16;175000;1;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;Apartamento;298000000
3;2;1;73;73;4;Bueno;16;175000;1;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;Apartamento;298000000
2;2;1;57;57;3;Bueno;16;175000;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;Apartamento;295000000
3;2;0;58;58;3;No definida;16;176000;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Apartamento;225000000
3;2;1;55;55;3;Bueno;16;176800;0;0;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;Apartamento;174800000
3;2;1;59;59;4;No definida;16;176800;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Apartamento;286000000
3;2;0;57;0;3;No definida;16;177700;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Apartamento;230000000
3;3;1;130;130;3;No definida;16;178000;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Casa;595000000
3;3;1;130;130;3;No definida;16;178000;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Casa;595000000
3;3;1;130;130;3;No definida;16;178000;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Casa;595000000
2;2;1;53;53;3;No definida;16;178000;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;Apartamento;230000000
6;5;7;336;336;6;Excelente;16;180000;0;1;1;0;1;0;0;0;1;1;1;1;0;1;0;0;0;0;Casa;1650000000
6;5;7;336;336;6;Excelente;16;180000;0;1;1;0;1;0;0;0;1;1;1;1;0;1;0;0;0;0;Casa;1650000000
3;3;1;78;78;4;No definida;16;180000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Casa;385000000
3;2;1;57;57;3;Bueno;16;180000;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;260000000
3;2;1;63;63;4;No definida;16;180000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Apartamento;270000000
3;2;1;62;62;3;Bueno;16;180000;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;Apartamento;340000000
2;2;0;53;53;3;Excelente;16;180000;0;0;0;1;1;0;0;0;0;0;1;1;0;1;0;1;0;0;Apartamento;224900000
2;2;0;53;53;3;Excelente;16;180000;0;0;0;1;1;0;0;0;0;0;1;1;0;1;0;1;0;0;Apartamento;224900000
2;2;0;53;53;3;Excelente;16;180000;0;0;0;1;1;0;0;0;0;0;1;1;0;1;0;1;0;0;Apartamento;224900000
2;2;0;53;53;3;Excelente;16;180000;0;0;0;1;1;0;0;0;0;0;1;1;0;1;0;1;0;0;Apartamento;224900000
2;1;0;49;46;4;Bueno;16;180000;0;0;0;1;0;1;0;0;0;0;1;0;0;1;1;1;0;0;Apartamento;235000000
3;2;0;80;80;3;No definida;16;181000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Apartamento;245000000
3;2;0;78;74;3;No definida;16;182000;0;1;0;1;0;1;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;285000000
3;2;0;64;64;3;Bueno;16;183000;0;0;1;1;0;1;0;0;1;0;0;0;0;1;1;0;0;0;Apartamento;245000000
3;3;0;75;75;3;Bueno;16;184000;0;0;0;0;1;0;1;0;1;0;1;1;0;1;0;0;0;0;Apartamento;320000000
3;2;1;59;0;3;No definida;16;184000;0;0;0;1;0;1;0;0;1;0;1;1;0;1;0;0;0;0;Apartamento;220000000
3;2;1;59;0;3;No definida;16;184000;0;0;0;1;0;1;0;0;1;0;1;1;0;1;0;0;0;0;Apartamento;220000000
3;3;1;73;73;3;No definida;16;185000;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;Casa;360000000
3;2;1;72;72;3;No definida;16;185000;0;0;0;0;1;0;1;1;1;0;1;1;0;0;0;0;0;0;Casa;310000000
3;2;1;72;72;3;No definida;16;185000;0;0;0;0;1;0;1;1;1;0;1;1;0;0;0;0;0;0;Casa;310000000
3;2;1;73;73;3;No definida;16;185000;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;Casa;360000000
3;2;0;58;0;3;Excelente;16;185000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;250000000
2;1;0;46;46;3;No definida;16;185000;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;0;Apartamento;195000000
2;1;0;46;46;3;No definida;16;185000;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;0;Apartamento;195000000
2;1;0;46;46;3;No definida;16;185000;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;0;Apartamento;195000000
1;1;0;34;34;4;Bueno;16;185000;1;0;1;1;0;1;0;1;1;0;1;1;0;1;0;0;0;0;Apartamento;220000000
3;2;1;56;53;4;No definida;16;185500;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;Apartamento;220000000
3;2;1;64;61;4;Bueno;16;185700;0;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;Apartamento;290000000
3;2;1;54;54;3;No definida;16;186000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Apartamento;235000000
2;2;1;55;55;4;Bueno;16;186000;0;1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;Apartamento;290000000
3;2;1;56;0;3;Excelente;16;188000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;260000000
3;2;1;100;100;3;Bueno;16;189000;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;1;1;1;Casa;328000000
3;3;2;120;100;4;Bueno;16;190000;0;0;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;Casa;565000000
3;3;2;120;100;4;Bueno;16;190000;0;0;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;Casa;565000000
3;3;2;134;134;4;Bueno;16;190000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;Apartamento;790000000
